point,date,pred_TimeGPT,date_original_timegpt
point901,2020-01-13,0.42451343,2020-01-13
point901,2020-01-28,0.42667007,2020-01-28
point901,2020-02-12,0.4284897,2020-02-12
point901,2020-02-27,0.4289692,2020-02-27
point901,2020-03-13,0.42957637,2020-03-13
point901,2020-03-28,0.42774004,2020-03-28
point901,2020-04-12,0.424771,2020-04-12
point901,2020-04-27,0.41972235,2020-04-27
point901,2020-05-12,0.40926528,2020-05-12
point901,2020-05-27,0.396033,2020-05-27
point901,2020-06-11,0.38292858,2020-06-11
point901,2020-06-26,0.37378207,2020-06-26
point901,2020-07-11,0.3687707,2020-07-11
point901,2020-07-26,0.37146753,2020-07-26
point901,2020-08-10,0.36975273,2020-08-10
point901,2020-08-25,0.3686727,2020-08-25
point901,2020-09-09,0.36992487,2020-09-09
point901,2020-09-24,0.3735034,2020-09-24
point901,2020-10-09,0.37846836,2020-10-09
point901,2020-10-24,0.38312104,2020-10-24
point901,2020-11-08,0.38456216,2020-11-08
point901,2020-11-23,0.39503843,2020-11-23
point901,2020-12-08,0.398843,2020-12-08
point901,2020-12-23,0.40281767,2020-12-23
point901,2021-01-07,0.4065942,2021-01-07
point901,2021-01-22,0.41102836,2021-01-22
point901,2021-02-06,0.4110363,2021-02-06
point901,2021-02-21,0.4076536,2021-02-21
point901,2021-03-08,0.40553004,2021-03-08
point901,2021-03-23,0.40284017,2021-03-23
point901,2021-04-07,0.39943326,2021-04-07
point901,2021-04-22,0.39498612,2021-04-22
point901,2021-05-07,0.3920339,2021-05-07
point901,2021-05-22,0.39108506,2021-05-22
point901,2021-06-06,0.39185417,2021-06-06
point901,2021-06-21,0.3920029,2021-06-21
point901,2021-07-06,0.38929063,2021-07-06
point901,2021-07-21,0.3866683,2021-07-21
point901,2021-08-05,0.38476264,2021-08-05
point901,2021-08-20,0.38435766,2021-08-20
point901,2021-09-04,0.3856073,2021-09-04
point901,2021-09-19,0.38678977,2021-09-19
point901,2021-10-04,0.38970742,2021-10-04
point901,2021-10-19,0.3900491,2021-10-19
point901,2021-11-03,0.3909506,2021-11-03
point901,2021-11-18,0.39258835,2021-11-18
point901,2021-12-03,0.394466,2021-12-03
point901,2021-12-18,0.3945546,2021-12-18
point901,2022-01-02,0.39409736,2022-01-02
point901,2022-01-17,0.39444152,2022-01-17
point901,2022-02-01,0.39490384,2022-02-01
point901,2022-02-16,0.3946801,2022-02-16
point901,2022-03-03,0.39476815,2022-03-03
point901,2022-03-18,0.39537114,2022-03-18
point901,2022-04-02,0.39555985,2022-04-02
point901,2022-04-17,0.3952828,2022-04-17
point901,2022-05-02,0.39586174,2022-05-02
point901,2022-05-17,0.395462,2022-05-17
point901,2022-06-01,0.39408058,2022-06-01
point901,2022-06-16,0.39312574,2022-06-16
point901,2022-07-01,0.39224866,2022-07-01
point901,2022-07-16,0.39246985,2022-07-16
point901,2022-07-31,0.39356282,2022-07-31
point901,2022-08-15,0.3938815,2022-08-15
point901,2022-08-30,0.39362505,2022-08-30
point901,2022-09-14,0.39341927,2022-09-14
point901,2022-09-29,0.393761,2022-09-29
point901,2022-10-14,0.39426693,2022-10-14
point901,2022-10-29,0.39448985,2022-10-29
point901,2022-11-13,0.3945815,2022-11-13
point901,2022-11-28,0.39523095,2022-11-28
