point,xgboost_rmse,other_mean_rmse,advantage,xgboost_rank,Autoformer_RMSE,Informer_RMSE,LSTM类模型_RMSE,LightGBM_RMSE,N-HiTS_RMSE,TimesFM_RMSE,XGBoost_RMSE
point703,0.0028758786174248262,0.012961252389832478,0.010085373772407652,1,0.019175088965212233,0.01182506478986617,0.003043091639450436,0.0029619781467182422,0.009704408236977151,0.031057882560770647,0.0028758786174248262
point538,0.0015892618919259563,0.011556313582358202,0.009967051690432245,1,0.016517413499614712,0.011653304796427021,0.0019157509835288128,0.0016279703450664859,0.016856147959858202,0.020767293909653973,0.0015892618919259563
point212,0.0033025807912532173,0.013135041347800297,0.00983246055654708,1,0.023404134299306004,0.01529008031903751,0.0035938625992783316,0.0037022688560998667,0.008298551591687322,0.024521350421392748,0.0033025807912532173
point439,0.002165584882947041,0.011919368891868608,0.009753784008921566,1,0.016354700696084686,0.00947533244578861,0.0023424139524241766,0.0022237782976637405,0.014256673518980563,0.026863314440269875,0.002165584882947041
point49,0.0026714244292648883,0.012397612499354326,0.009726188070089438,1,0.01605086981439792,0.009924796503569255,0.00270880962067845,0.002795633215385781,0.017426772331148727,0.02547879351094583,0.0026714244292648883
point513,0.0025953205316382334,0.012297487071954182,0.009702166540315948,1,0.019368813016641877,0.011829234519486385,0.0033229452911401835,0.0026467035161958554,0.011217298027666842,0.025399928060593942,0.0025953205316382334
point663,0.0026547751222716423,0.012348405091755346,0.009693629969483704,1,0.019920390868417615,0.013169550385429522,0.0026766004439063872,0.002940474283695497,0.008954706029441976,0.02642870853964108,0.0026547751222716423
point691,0.0014226110040499362,0.011108710809003905,0.009686099804953968,1,0.021000280126384288,0.013219830053404803,0.001836272193477783,0.0014927599832122876,0.009687422779984262,0.01941569971756001,0.0014226110040499362
point622,0.0023893456646424693,0.011994803263228881,0.009605457598586413,1,0.017335098470064373,0.009073853766425721,0.0025304903728909692,0.0025681161006331148,0.017697042871982593,0.02276421799737652,0.0023893456646424693
point761,0.001659636448790252,0.011163022154549852,0.0095033857057596,1,0.014861958803666695,0.010589328162481194,0.001884405654758419,0.0017294746764964929,0.014154753476108135,0.023758212153788174,0.001659636448790252
point379,0.0018401394900540418,0.011080568541729984,0.009240429051675943,1,0.02181569169537983,0.015227499217816824,0.002541482310606685,0.001956707115616371,0.010161068173510587,0.014780962737449605,0.0018401394900540418
point465,0.0019667947385031952,0.011028401208527676,0.009061606470024481,1,0.016569090057147254,0.011337294309963856,0.002832796814851504,0.0020293085661392284,0.0102766176472376,0.023125299855826623,0.0019667947385031952
point496,0.00205253547458076,0.011037712962144943,0.008985177487564184,1,0.018205676022604176,0.011751257447098921,0.002457284451035176,0.002130525910781177,0.010540862230040221,0.021140671711309983,0.00205253547458076
point970,0.0019049027342242196,0.010853751916789117,0.008948849182564897,1,0.016474241294187925,0.011460851390492048,0.0020432830049528163,0.0021382247929366206,0.010740465198257025,0.022265445819908258,0.0019049027342242196
point255,0.001980380329336031,0.010913577677929396,0.008933197348593365,1,0.016912795570287895,0.010833664884727671,0.0023173160017491375,0.0021613846462856918,0.009283260651419389,0.02397304431310659,0.001980380329336031
point270,0.0028324978242555443,0.01171286859767791,0.008880370773422366,1,0.018794852920362457,0.012936968839788062,0.0029585144580017435,0.0028890585665884757,0.009491129525829261,0.023206687275497465,0.0028324978242555443
point433,0.001751220958052546,0.01057076391916078,0.008819542961108234,1,0.0158102087030022,0.0112088673617841,0.0020050572763985895,0.0017808716779047424,0.009491116316109171,0.023128462179765878,0.001751220958052546
point318,0.002676457238170576,0.011385639833132968,0.008709182594962393,1,0.016415695173881882,0.009518427364586562,0.0027942484161484443,0.0026867821173720097,0.009964396907118787,0.02693428901969013,0.002676457238170576
