feature,importance,importance_ratio
NDVI_prev1,57.136619567871094,0.7624941546294821
NDVI_ewma_3,17.511545181274414,0.23369339908866657
NDVI_prev3,0.19034211337566376,0.002540135379489226
NDVI_prev2,0.09533914923667908,0.0012723109023620573
