模型,模型类型,样点数,测试样本数,实验口径,time_s,MSE,MAE,RMSE,SMAPE
Informer官方实现,深度时序模型,1000,131000,THUML官方Informer模块；1985-2014训练，2015-2019验证，2020-2025测试,119.45,0.00021678363614112406,0.01116669457714454,0.014723574163263621,3.632473109179577
