模型,模型类型,样点数,测试样本数,实验口径,time_s,MSE,MAE,RMSE,SMAPE
Autoformer官方实现,深度时序模型,1000,131000,THUML官方Autoformer模块；1985-2014训练，2015-2019验证，2020-2025测试,121.33,0.0004978625267468585,0.016737151816321735,0.02231283322993426,5.142834223457139
