point,date,pred_TimeGPT,date_original_timegpt
point101,2020-01-13,0.60596865,2020-01-13
point101,2020-01-28,0.60393393,2020-01-28
point101,2020-02-12,0.59991455,2020-02-12
point101,2020-02-27,0.5987583,2020-02-27
point101,2020-03-13,0.60182834,2020-03-13
point101,2020-03-28,0.60413134,2020-03-28
point101,2020-04-12,0.60598665,2020-04-12
point101,2020-04-27,0.60654604,2020-04-27
point101,2020-05-12,0.6058227,2020-05-12
point101,2020-05-27,0.6051214,2020-05-27
point101,2020-06-11,0.60555017,2020-06-11
point101,2020-06-26,0.6063528,2020-06-26
point101,2020-07-11,0.6055574,2020-07-11
point101,2020-07-26,0.6040461,2020-07-26
point101,2020-08-10,0.60470074,2020-08-10
point101,2020-08-25,0.60591733,2020-08-25
point101,2020-09-09,0.6047624,2020-09-09
point101,2020-09-24,0.6035687,2020-09-24
point101,2020-10-09,0.6035246,2020-10-09
point101,2020-10-24,0.6017627,2020-10-24
point101,2020-11-08,0.60047925,2020-11-08
point101,2020-11-23,0.6019511,2020-11-23
point101,2020-12-08,0.60214406,2020-12-08
point101,2020-12-23,0.6019639,2020-12-23
point101,2021-01-07,0.60217535,2021-01-07
point101,2021-01-22,0.6037053,2021-01-22
point101,2021-02-06,0.6041301,2021-02-06
point101,2021-02-21,0.6038565,2021-02-21
point101,2021-03-08,0.60416716,2021-03-08
point101,2021-03-23,0.6041363,2021-03-23
point101,2021-04-07,0.6035287,2021-04-07
point101,2021-04-22,0.6035524,2021-04-22
point101,2021-05-07,0.6039899,2021-05-07
point101,2021-05-22,0.60405207,2021-05-22
point101,2021-06-06,0.60414225,2021-06-06
point101,2021-06-21,0.6043062,2021-06-21
point101,2021-07-06,0.60445577,2021-07-06
point101,2021-07-21,0.60421175,2021-07-21
point101,2021-08-05,0.6041803,2021-08-05
point101,2021-08-20,0.60437524,2021-08-20
point101,2021-09-04,0.60429466,2021-09-04
point101,2021-09-19,0.6042342,2021-09-19
point101,2021-10-04,0.6044408,2021-10-04
point101,2021-10-19,0.60456467,2021-10-19
point101,2021-11-03,0.6043479,2021-11-03
point101,2021-11-18,0.6043055,2021-11-18
point101,2021-12-03,0.60439306,2021-12-03
point101,2021-12-18,0.60431075,2021-12-18
point101,2022-01-02,0.6043247,2022-01-02
point101,2022-01-17,0.60440624,2022-01-17
point101,2022-02-01,0.60441387,2022-02-01
point101,2022-02-16,0.6042628,2022-02-16
point101,2022-03-03,0.6042254,2022-03-03
point101,2022-03-18,0.60433483,2022-03-18
point101,2022-04-02,0.6043297,2022-04-02
point101,2022-04-17,0.60437393,2022-04-17
point101,2022-05-02,0.60445625,2022-05-02
point101,2022-05-17,0.6044627,2022-05-17
point101,2022-06-01,0.6042842,2022-06-01
point101,2022-06-16,0.6042833,2022-06-16
point101,2022-07-01,0.60437906,2022-07-01
point101,2022-07-16,0.6043717,2022-07-16
point101,2022-07-31,0.6043963,2022-07-31
point101,2022-08-15,0.6044485,2022-08-15
point101,2022-08-30,0.6044808,2022-08-30
point101,2022-09-14,0.6043332,2022-09-14
point101,2022-09-29,0.60432243,2022-09-29
point101,2022-10-14,0.60437405,2022-10-14
point101,2022-10-29,0.60437375,2022-10-29
point101,2022-11-13,0.60438627,2022-11-13
point101,2022-11-28,0.6044486,2022-11-28
point101,2022-12-13,0.60447085,2022-12-13
point101,2022-12-28,0.6043441,2022-12-28
point101,2023-01-12,0.6043304,2023-01-12
point101,2023-01-27,0.60437334,2023-01-27
point101,2023-02-11,0.6043812,2023-02-11
point101,2023-02-26,0.6043997,2023-02-26
point101,2023-03-13,0.60445565,2023-03-13
point101,2023-03-28,0.60446906,2023-03-28
point101,2023-04-12,0.6043454,2023-04-12
point101,2023-04-27,0.6043328,2023-04-27
point101,2023-05-12,0.6043816,2023-05-12
point101,2023-05-27,0.6043904,2023-05-27
point101,2023-06-11,0.60441005,2023-06-11
point101,2023-06-26,0.6044588,2023-06-26
point101,2023-07-11,0.60447496,2023-07-11
point101,2023-07-26,0.6043567,2023-07-26
point101,2023-08-10,0.6043478,2023-08-10
point101,2023-08-25,0.6043866,2023-08-25
point101,2023-09-09,0.60439414,2023-09-09
point101,2023-09-24,0.60441244,2023-09-24
point101,2023-10-09,0.60446525,2023-10-09
point101,2023-10-24,0.604484,2023-10-24
point101,2023-11-08,0.6043723,2023-11-08
point101,2023-11-23,0.6043615,2023-11-23
point101,2023-12-08,0.60438824,2023-12-08
point101,2023-12-23,0.60439646,2023-12-23
point101,2024-01-07,0.60441387,2024-01-07
point101,2024-01-22,0.6044694,2024-01-22
point101,2024-02-06,0.60448545,2024-02-06
point101,2024-02-21,0.60438097,2024-02-21
point101,2024-03-07,0.6043703,2024-03-07
point101,2024-03-22,0.6043913,2024-03-22
point101,2024-04-06,0.6043995,2024-04-06
point101,2024-04-21,0.6044176,2024-04-21
point101,2024-05-06,0.6044763,2024-05-06
point101,2024-05-21,0.60449153,2024-05-21
point101,2024-06-05,0.60439086,2024-06-05
point101,2024-06-20,0.6043805,2024-06-20
point101,2024-07-05,0.6043951,2024-07-05
point101,2024-07-20,0.60440266,2024-07-20
point101,2024-08-04,0.60442173,2024-08-04
point101,2024-08-19,0.60448533,2024-08-19
point101,2024-09-03,0.604502,2024-09-03
point101,2024-09-18,0.6044017,2024-09-18
point101,2024-10-03,0.60439116,2024-10-03
point101,2024-10-18,0.6043993,2024-10-18
point101,2024-11-02,0.6044064,2024-11-02
point101,2024-11-17,0.60442555,2024-11-17
point101,2024-12-02,0.60449374,2024-12-02
point101,2024-12-17,0.6045118,2024-12-17
point101,2025-01-01,0.6044114,2025-01-01
point101,2025-01-16,0.60439986,2025-01-16
point101,2025-01-31,0.60440457,2025-01-31
point101,2025-02-15,0.60441154,2025-02-15
point101,2025-03-02,0.60443044,2025-03-02
point101,2025-03-17,0.6045021,2025-03-17
point101,2025-04-01,0.6045212,2025-04-01
point101,2025-04-16,0.60442,2025-04-16
point101,2025-05-01,0.6044075,2025-05-01
point101,2025-05-16,0.6044108,2025-05-16
point102,2020-01-13,0.70460665,2020-01-13
point102,2020-01-28,0.70534354,2020-01-28
point102,2020-02-12,0.7049647,2020-02-12
point102,2020-02-27,0.7047227,2020-02-27
point102,2020-03-13,0.70540464,2020-03-13
point102,2020-03-28,0.7053142,2020-03-28
point102,2020-04-12,0.70511043,2020-04-12
point102,2020-04-27,0.7060572,2020-04-27
point102,2020-05-12,0.7065054,2020-05-12
point102,2020-05-27,0.70677257,2020-05-27
point102,2020-06-11,0.70690703,2020-06-11
point102,2020-06-26,0.7076878,2020-06-26
point102,2020-07-11,0.7075203,2020-07-11
point102,2020-07-26,0.70753807,2020-07-26
point102,2020-08-10,0.7073942,2020-08-10
point102,2020-08-25,0.70743066,2020-08-25
point102,2020-09-09,0.70742446,2020-09-09
point102,2020-09-24,0.70769334,2020-09-24
point102,2020-10-09,0.7079219,2020-10-09
point102,2020-10-24,0.7076694,2020-10-24
point102,2020-11-08,0.7075075,2020-11-08
point102,2020-11-23,0.7070363,2020-11-23
point102,2020-12-08,0.7074444,2020-12-08
point102,2020-12-23,0.70763427,2020-12-23
point102,2021-01-07,0.7077275,2021-01-07
point102,2021-01-22,0.707814,2021-01-22
point102,2021-02-06,0.7076951,2021-02-06
point102,2021-02-21,0.70732296,2021-02-21
point102,2021-03-08,0.7072738,2021-03-08
point102,2021-03-23,0.707365,2021-03-23
point102,2021-04-07,0.70742464,2021-04-07
point102,2021-04-22,0.70753187,2021-04-22
point102,2021-05-07,0.70765907,2021-05-07
point102,2021-05-22,0.7075826,2021-05-22
point102,2021-06-06,0.7074459,2021-06-06
point102,2021-06-21,0.7073046,2021-06-21
point102,2021-07-06,0.70743525,2021-07-06
point102,2021-07-21,0.7075548,2021-07-21
point102,2021-08-05,0.70760834,2021-08-05
point102,2021-08-20,0.7076589,2021-08-20
point102,2021-09-04,0.7075919,2021-09-04
point102,2021-09-19,0.7074342,2021-09-19
point102,2021-10-04,0.7072913,2021-10-04
point102,2021-10-19,0.7074035,2021-10-19
point102,2021-11-03,0.7075723,2021-11-03
point102,2021-11-18,0.70762503,2021-11-18
point102,2021-12-03,0.7076263,2021-12-03
point102,2021-12-18,0.7075817,2021-12-18
point102,2022-01-02,0.707447,2022-01-02
point102,2022-01-17,0.70727074,2022-01-17
point102,2022-02-01,0.70741326,2022-02-01
point102,2022-02-16,0.707585,2022-02-16
point102,2022-03-03,0.7076179,2022-03-03
point102,2022-03-18,0.7076046,2022-03-18
point102,2022-04-02,0.70756924,2022-04-02
point102,2022-04-17,0.7074197,2022-04-17
point102,2022-05-02,0.70728725,2022-05-02
point102,2022-05-17,0.70738775,2022-05-17
point102,2022-06-01,0.7075456,2022-06-01
point102,2022-06-16,0.7075764,2022-06-16
point102,2022-07-01,0.70756483,2022-07-01
point102,2022-07-16,0.70754,2022-07-16
point102,2022-07-31,0.7074262,2022-07-31
point102,2022-08-15,0.7072841,2022-08-15
point102,2022-08-30,0.70737296,2022-08-30
point102,2022-09-14,0.7075291,2022-09-14
point102,2022-09-29,0.70755166,2022-09-29
