MSE,MAE,RMSE,SMAPE,method,eval_count,time_s
0.0013252204698956545,0.027337659103930566,0.03640357770735803,8.02583448015012,KNN,91143,1.3
0.0015075134915138822,0.028271944280537985,0.03882671105713027,8.112131138215126,Linear,91143,2.3
0.0016137727911605278,0.029169741562801575,0.040171790987713354,8.341127695791856,PCHIP,91143,2.0
0.0017210237955898608,0.02999115620875266,0.041485223822342585,8.561211792027782,Akima,91143,2.2
0.002136416656444426,0.036492126357307406,0.046221387435303435,10.458908381739407,SeasonalMean,91143,26.5
0.002888527421108633,0.03923988922630953,0.05374502229145163,9.162561769527787,RandomForest,91143,9.1
0.004165305031841135,0.043070654803609366,0.06453917439695936,11.452402070562425,Kalman,91143,7.5
0.006240585470586127,0.039783766947539274,0.07899737635254811,10.938079735342647,CubicSpline,91143,2.0
