point,date,pred_TimeGPT,date_original_timegpt
point501,2020-01-13,0.671959,2020-01-13
point501,2020-01-28,0.67507833,2020-01-28
point501,2020-02-12,0.67501414,2020-02-12
point501,2020-02-27,0.6746555,2020-02-27
point501,2020-03-13,0.6759894,2020-03-13
point501,2020-03-28,0.6754319,2020-03-28
point501,2020-04-12,0.67422587,2020-04-12
point501,2020-04-27,0.67610353,2020-04-27
point501,2020-05-12,0.6786604,2020-05-12
point501,2020-05-27,0.68062717,2020-05-27
point501,2020-06-11,0.6809907,2020-06-11
point501,2020-06-26,0.68321764,2020-06-26
point501,2020-07-11,0.68289703,2020-07-11
point501,2020-07-26,0.6819877,2020-07-26
point501,2020-08-10,0.68148005,2020-08-10
point501,2020-08-25,0.68219924,2020-08-25
point501,2020-09-09,0.68206173,2020-09-09
point501,2020-09-24,0.68266463,2020-09-24
point501,2020-10-09,0.68300474,2020-10-09
point501,2020-10-24,0.6819181,2020-10-24
point501,2020-11-08,0.68132,2020-11-08
point501,2020-11-23,0.6786838,2020-11-23
point501,2020-12-08,0.6828046,2020-12-08
point501,2020-12-23,0.6840919,2020-12-23
point501,2021-01-07,0.68418825,2021-01-07
point501,2021-01-22,0.6841442,2021-01-22
point501,2021-02-06,0.6829895,2021-02-06
point501,2021-02-21,0.67958987,2021-02-21
point501,2021-03-08,0.67908937,2021-03-08
point501,2021-03-23,0.68131894,2021-03-23
point501,2021-04-07,0.6820841,2021-04-07
point501,2021-04-22,0.6821509,2021-04-22
point501,2021-05-07,0.68229234,2021-05-07
point501,2021-05-22,0.68162966,2021-05-22
point501,2021-06-06,0.67986065,2021-06-06
point501,2021-06-21,0.6789814,2021-06-21
point501,2021-07-06,0.68126506,2021-07-06
point501,2021-07-21,0.68235105,2021-07-21
point501,2021-08-05,0.6824487,2021-08-05
point501,2021-08-20,0.68234575,2021-08-20
point501,2021-09-04,0.68184286,2021-09-04
point501,2021-09-19,0.67996544,2021-09-19
point501,2021-10-04,0.6794345,2021-10-04
point501,2021-10-19,0.6818915,2021-10-19
point501,2021-11-03,0.6823992,2021-11-03
point501,2021-11-18,0.68234164,2021-11-18
point501,2021-12-03,0.6821953,2021-12-03
point501,2021-12-18,0.68173134,2021-12-18
point501,2022-01-02,0.67982167,2022-01-02
point501,2022-01-17,0.67909783,2022-01-17
point501,2022-02-01,0.6818284,2022-02-01
point501,2022-02-16,0.6823591,2022-02-16
point501,2022-03-03,0.6822903,2022-03-03
point501,2022-03-18,0.6821704,2022-03-18
point501,2022-04-02,0.68163997,2022-04-02
point501,2022-04-17,0.6794888,2022-04-17
point501,2022-05-02,0.6791416,2022-05-02
point501,2022-05-17,0.68163556,2022-05-17
point501,2022-06-01,0.6820658,2022-06-01
point501,2022-06-16,0.6820232,2022-06-16
point501,2022-07-01,0.6819059,2022-07-01
point501,2022-07-16,0.6814448,2022-07-16
point501,2022-07-31,0.6794978,2022-07-31
point501,2022-08-15,0.6791597,2022-08-15
point501,2022-08-30,0.68164337,2022-08-30
point501,2022-09-14,0.68200225,2022-09-14
point501,2022-09-29,0.6819384,2022-09-29
point501,2022-10-14,0.6818214,2022-10-14
point501,2022-10-29,0.68137234,2022-10-29
point501,2022-11-13,0.6794364,2022-11-13
point501,2022-11-28,0.6791833,2022-11-28
point501,2022-12-13,0.6816672,2022-12-13
point501,2022-12-28,0.6819584,2022-12-28
point501,2023-01-12,0.6818702,2023-01-12
point501,2023-01-27,0.6817599,2023-01-27
point501,2023-02-11,0.6813041,2023-02-11
point501,2023-02-26,0.6793774,2023-02-26
point501,2023-03-13,0.6791537,2023-03-13
point501,2023-03-28,0.68164337,2023-03-28
point501,2023-04-12,0.681917,2023-04-12
point501,2023-04-27,0.68182147,2023-04-27
point501,2023-05-12,0.6817114,2023-05-12
point501,2023-05-27,0.68124264,2023-05-27
point501,2023-06-11,0.67930883,2023-06-11
point501,2023-06-26,0.6791532,2023-06-26
point501,2023-07-11,0.6815957,2023-07-11
point501,2023-07-26,0.68183887,2023-07-26
point501,2023-08-10,0.681743,2023-08-10
point501,2023-08-25,0.6816346,2023-08-25
point501,2023-09-09,0.68117326,2023-09-09
point501,2023-09-24,0.67928725,2023-09-24
point501,2023-10-09,0.6791516,2023-10-09
point501,2023-10-24,0.68156654,2023-10-24
point501,2023-11-08,0.6817896,2023-11-08
point501,2023-11-23,0.6816884,2023-11-23
point501,2023-12-08,0.6815784,2023-12-08
point501,2023-12-23,0.68111503,2023-12-23
point501,2024-01-07,0.6792545,2024-01-07
point501,2024-01-22,0.679143,2024-01-22
point501,2024-02-06,0.6815318,2024-02-06
point501,2024-02-21,0.6817423,2024-02-21
point501,2024-03-07,0.6816381,2024-03-07
point501,2024-03-22,0.6815277,2024-03-22
point501,2024-04-06,0.6810603,2024-04-06
point501,2024-04-21,0.67922306,2024-04-21
point501,2024-05-06,0.6791309,2024-05-06
point501,2024-05-21,0.6814893,2024-05-21
point501,2024-06-05,0.6816923,2024-06-05
point501,2024-06-20,0.6815864,2024-06-20
point501,2024-07-05,0.68147606,2024-07-05
point501,2024-07-20,0.6810071,2024-07-20
point501,2024-08-04,0.67919433,2024-08-04
point501,2024-08-19,0.6791212,2024-08-19
point501,2024-09-03,0.68144345,2024-09-03
point501,2024-09-18,0.68163854,2024-09-18
point501,2024-10-03,0.68153286,2024-10-03
point501,2024-10-18,0.68142253,2024-10-18
point501,2024-11-02,0.6809553,2024-11-02
point501,2024-11-17,0.67917246,2024-11-17
point501,2024-12-02,0.6791107,2024-12-02
point501,2024-12-17,0.68139935,2024-12-17
point501,2025-01-01,0.6815886,2025-01-01
point501,2025-01-16,0.68148273,2025-01-16
point501,2025-01-31,0.68137234,2025-01-31
point501,2025-02-15,0.68090636,2025-02-15
point501,2025-03-02,0.6791503,2025-03-02
point501,2025-03-17,0.67909855,2025-03-17
point501,2025-04-01,0.6813542,2025-04-01
point501,2025-04-16,0.68153876,2025-04-16
point501,2025-05-01,0.6814333,2025-05-01
point501,2025-05-16,0.6813233,2025-05-16
point502,2020-01-13,0.6848488,2020-01-13
point502,2020-01-28,0.6869226,2020-01-28
point502,2020-02-12,0.68726605,2020-02-12
point502,2020-02-27,0.6866137,2020-02-27
point502,2020-03-13,0.6891495,2020-03-13
point502,2020-03-28,0.6893805,2020-03-28
