point,XGBoost_RMSE,LSTM_RMSE,LightGBM_RMSE,TimesFM_RMSE,Informer_RMSE,Autoformer_RMSE,NHiTS_RMSE,LSTM_minus_XGBoost,LSTM_over_XGBoost
point507,0.002905991830945941,0.0038183742313691454,0.0029588538590301265,0.04848830880647196,0.021947210915046308,0.03502925799578182,0.02374215783809365,0.0009123824004232044,1.3139659205876746
point680,0.001226440585452584,0.0021127496092729946,0.0012586777073784348,0.02521489393677367,0.01242713231492014,0.019008825479249515,0.013155653228101145,0.0008863090238204105,1.7226677218067947
point850,0.0024628868228396376,0.003345858368079804,0.0022462661213008576,0.03309119630652976,0.013361574590928862,0.020627180066855308,0.014184646321734098,0.0008829715452401666,1.3585108081507886
point465,0.0019667947385031952,0.002832796814851504,0.0020293085661392284,0.023125299855826623,0.011337294309963856,0.016569090057147254,0.0102766176472376,0.0008660020763483086,1.4403113651846398
point376,0.0011978234296416593,0.002055137901503675,0.0012183968839923555,0.027662445815895328,0.011750898639914721,0.017393122306956266,0.014042249492222767,0.0008573144718620157,1.7157269182140558
point67,0.001818279607268635,0.0026641901502560523,0.0017484493270840562,0.021902751338164866,0.01242919368308685,0.01811658600314798,0.012830060030182843,0.0008459105429874172,1.4652257769409396
point446,0.0033792546569440707,0.00422500506981276,0.003316307646320667,0.03385895963200104,0.023082975942239247,0.03819331371875913,0.022725866740167515,0.0008457504128686895,1.250277205694086
point921,0.0036011414974593875,0.004428716122860525,0.0036259616077011616,0.05169691756232903,0.024946438332688243,0.03807825673076455,0.026223949408378987,0.0008275746254011373,1.229808971956529
point338,0.002648231390666986,0.0034755136411589132,0.002485544647411324,0.05287954963037169,0.01177451084173035,0.02830206130432499,0.014522591345572333,0.000827282250491927,1.3123904706391865
point164,0.0025534084445271543,0.0033729052423377257,0.0024850974943452227,0.03619244185770794,0.014017086565237574,0.022174894558673258,0.01292245293826711,0.0008194967978105714,1.3209423073566782
point257,0.0034713804962031073,0.00429054663624267,0.003710480016442872,0.039539858656486085,0.01416448274030911,0.025293669276023185,0.022786900129048014,0.0008191661400395625,1.2359770532027654
point982,0.0017543994386135158,0.002571623917570347,0.0017659784825425466,0.03976000314021438,0.011633295381078544,0.022194852063548855,0.011413350181577403,0.0008172244789568311,1.4658143755464692
point203,0.0016242059567865442,0.0024030992037903927,0.0014550622082640761,0.017930249841898047,0.012744157151866772,0.016832984092195167,0.011590892515676937,0.0007788932470038485,1.4795532510820681
point129,0.0032011152406433334,0.00395558092703922,0.0032626433041203634,0.047449082693009674,0.018301287635657713,0.025310602857209537,0.014040232072639061,0.0007544656863958865,1.2356883866024955
point640,0.0026367045358383677,0.0033902180481186375,0.0026854476468406423,0.05625220871088071,0.01653231342210208,0.02601463958815404,0.018025357989310414,0.0007535135122802698,1.2857785170990659
point444,0.002691535604924481,0.0034294941633500275,0.002829748764554351,0.027002740690626314,0.014692401003008166,0.019078621364141363,0.014539871851329813,0.0007379585584255466,1.2741775204739498
point513,0.0025953205316382334,0.0033229452911401835,0.0026467035161958554,0.025399928060593942,0.011829234519486385,0.019368813016641877,0.011217298027666842,0.0007276247595019501,1.280360267886701
point779,0.002203327902441331,0.0029278554771134794,0.0021314274159978915,0.02850427395998827,0.015966177140141345,0.02399527323162665,0.01842331438135115,0.0007245275746721484,1.3288332952482276
point800,0.0013708816894185607,0.0020875828573605876,0.001320594934495893,0.025185455316262036,0.012169626178545839,0.018472364398452394,0.01374125511462753,0.000716701167942027,1.5228030788317009
point920,0.002965328307141972,0.003681072062248922,0.003262808557724258,0.0358539538431865,0.01656339045588392,0.021974660175250887,0.020368535839875527,0.0007157437551069496,1.2413708301313842
