point,LSTM_RMSE,samples
point358,0.003309841753987248,131
point261,0.00330717416119357,131
point892,0.003306640356253085,131
point988,0.003301926039212765,131
point43,0.003301261211899989,131
point192,0.003298869519732799,131
point824,0.003294498955412801,131
point61,0.003291433636933407,131
point898,0.0032895347626487837,131
point679,0.003287541612632709,131
point771,0.0032865893963287067,131
point289,0.0032792849351576552,131
point148,0.0032785724228600113,131
point781,0.0032766109881474837,131
point200,0.003274931155568966,131
point286,0.0032721798691389935,131
point536,0.003263870046160143,131
point822,0.0032623818120053136,131
point284,0.0032614916741614476,131
point871,0.0032537290097043405,131
point437,0.0032515396996104415,131
point363,0.0032471251778999665,131
point458,0.003246823743396361,131
point313,0.0032435967264652183,131
point133,0.00324102055720049,131
point380,0.003240688085568289,131
point94,0.0032391132281964297,131
point753,0.003235789956125136,131
point599,0.003234893725034676,131
point582,0.003229196426089539,131
point883,0.0032265654333928566,131
point476,0.0032237706474037313,131
point228,0.0032219296054852463,131
point990,0.003221237472365751,131
point181,0.003218691983879015,131
point173,0.0032181206445730834,131
point253,0.0032140339079298657,131
point872,0.0032130917952867388,131
point367,0.003208905817867204,131
point552,0.003207502324559682,131
point364,0.0032019324452688966,131
point573,0.0031995566477551075,131
point957,0.003199252735725175,131
point952,0.0031963273313072686,131
point267,0.0031958620533306856,131
point384,0.0031950112567907868,131
point17,0.0031911445349055876,131
point290,0.0031874676213735197,131
point728,0.003186698148448632,131
point475,0.003185765082454733,131
point884,0.0031851860516439313,131
point651,0.003184363230949224,131
point667,0.0031824193902605167,131
point701,0.0031763592083467016,131
point418,0.0031735058700786563,131
point333,0.0031722395483400564,131
point243,0.00316756132304437,131
point509,0.0031668820336455085,131
point424,0.0031644223837481674,131
point144,0.0031618320286810175,131
point804,0.0031593320423339965,131
point539,0.0031580025549498045,131
point523,0.003156126575425464,131
point754,0.0031552946995426307,131
point684,0.003154641401872425,131
point503,0.0031531828569220373,131
point194,0.003152656093308078,131
point466,0.0031489494539423736,131
point406,0.003140185197061157,131
point819,0.003135876189894759,131
point716,0.0031354645076874872,131
point870,0.003132166837534179,131
point278,0.00312848840373064,131
point743,0.0031280283982867774,131
point353,0.0031266037876850374,131
point397,0.003119313830403991,131
point359,0.0031148049819991943,131
point902,0.0031111610584682106,131
point832,0.00310944079690955,131
point71,0.0031055104257642616,131
point193,0.003103219525915449,131
point419,0.003102474974619035,131
point254,0.003099234390594351,131
point935,0.003096336972093423,131
point624,0.003092397946698737,131
point733,0.003087843846232392,131
point942,0.0030835904212914165,131
point697,0.003083379311844255,131
point55,0.0030809831304434484,131
point681,0.003078746905409278,131
point897,0.0030732272220269762,131
point698,0.003072811941068272,131
point84,0.003068127993284563,131
point126,0.0030662168629580896,131
point495,0.003066148020812941,131
point793,0.003057781545397459,131
point635,0.0030521690251348035,131
point607,0.003051429232673521,131
point580,0.0030512526578933955,131
point88,0.0030491998820413864,131
point548,0.003048269328413642,131
point115,0.003045505340155691,131
point703,0.003043091639450436,131
point1,0.003041144282826561,131
point54,0.003038380117411032,131
point21,0.0030362616993227093,131
point983,0.003035693341565515,131
point653,0.0030280000454202243,131
point24,0.0030258970884348424,131
point3,0.003024799026886986,131
point169,0.003022557214787656,131
point617,0.003015063443721868,131
point588,0.0030077097753751164,131
point287,0.0030040595187718327,131
point482,0.0029988984233221055,131
point279,0.0029968522216126565,131
point907,0.0029935452273969396,131
point625,0.00298722763597245,131
point107,0.0029867331792735176,131
point448,0.002979330029198376,131
