point,date,pred_TimeGPT,date_original_timegpt
point301,2020-01-13,0.5645198,2020-01-13
point301,2020-01-28,0.5621239,2020-01-28
point301,2020-02-12,0.56431204,2020-02-12
point301,2020-02-27,0.5682528,2020-02-27
point301,2020-03-13,0.569928,2020-03-13
point301,2020-03-28,0.5692542,2020-03-28
point301,2020-04-12,0.5662986,2020-04-12
point301,2020-04-27,0.56640095,2020-04-27
point301,2020-05-12,0.5623411,2020-05-12
point301,2020-05-27,0.5635727,2020-05-27
point301,2020-06-11,0.56550896,2020-06-11
point301,2020-06-26,0.5675441,2020-06-26
point301,2020-07-11,0.5689926,2020-07-11
point301,2020-07-26,0.568946,2020-07-26
point301,2020-08-10,0.5690478,2020-08-10
point301,2020-08-25,0.5685845,2020-08-25
point301,2020-09-09,0.5688761,2020-09-09
point301,2020-09-24,0.5715555,2020-09-24
point301,2020-10-09,0.5723805,2020-10-09
point301,2020-10-24,0.57144845,2020-10-24
point301,2020-11-08,0.5711752,2020-11-08
point301,2020-11-23,0.57086474,2020-11-23
point301,2020-12-08,0.57047534,2020-12-08
point301,2020-12-23,0.56966066,2020-12-23
point301,2021-01-07,0.56997836,2021-01-07
point301,2021-01-22,0.5710159,2021-01-22
point301,2021-02-06,0.57051075,2021-02-06
point301,2021-02-21,0.5710459,2021-02-21
point301,2021-03-08,0.5702931,2021-03-08
point301,2021-03-23,0.56848973,2021-03-23
point301,2021-04-07,0.56888807,2021-04-07
point301,2021-04-22,0.57101333,2021-04-22
point301,2021-05-07,0.57140446,2021-05-07
point301,2021-05-22,0.57126856,2021-05-22
point301,2021-06-06,0.57105184,2021-06-06
point301,2021-06-21,0.570588,2021-06-21
point301,2021-07-06,0.5693098,2021-07-06
point301,2021-07-21,0.5693068,2021-07-21
point301,2021-08-05,0.570829,2021-08-05
point301,2021-08-20,0.57125336,2021-08-20
point301,2021-09-04,0.5711721,2021-09-04
point301,2021-09-19,0.57113683,2021-09-19
point301,2021-10-04,0.5705416,2021-10-04
point301,2021-10-19,0.5691316,2021-10-19
point301,2021-11-03,0.56927556,2021-11-03
point301,2021-11-18,0.57097,2021-11-18
point301,2021-12-03,0.5711713,2021-12-03
point301,2021-12-18,0.571125,2021-12-18
point301,2022-01-02,0.5710475,2022-01-02
point301,2022-01-17,0.57054365,2022-01-17
point301,2022-02-01,0.569282,2022-02-01
point301,2022-02-16,0.5693552,2022-02-16
point301,2022-03-03,0.5708609,2022-03-03
point301,2022-03-18,0.5710699,2022-03-18
point301,2022-04-02,0.57104796,2022-04-02
point301,2022-04-17,0.5709733,2022-04-17
point301,2022-05-02,0.5704667,2022-05-02
point301,2022-05-17,0.5691047,2022-05-17
point301,2022-06-01,0.56925607,2022-06-01
point301,2022-06-16,0.57091266,2022-06-16
point301,2022-07-01,0.5710852,2022-07-01
point301,2022-07-16,0.5710461,2022-07-16
point301,2022-07-31,0.5709566,2022-07-31
point301,2022-08-15,0.5705141,2022-08-15
point301,2022-08-30,0.5692165,2022-08-30
point301,2022-09-14,0.56931865,2022-09-14
point301,2022-09-29,0.57087165,2022-09-29
point301,2022-10-14,0.5710264,2022-10-14
point301,2022-10-29,0.57098055,2022-10-29
point301,2022-11-13,0.57090646,2022-11-13
point301,2022-11-28,0.5704915,2022-11-28
point301,2022-12-13,0.5692071,2022-12-13
point301,2022-12-28,0.5693147,2022-12-28
point301,2023-01-12,0.5708547,2023-01-12
point301,2023-01-27,0.5710007,2023-01-27
point301,2023-02-11,0.5709542,2023-02-11
point301,2023-02-26,0.5708782,2023-02-26
point301,2023-03-13,0.57047266,2023-03-13
point301,2023-03-28,0.56922376,2023-03-28
point301,2023-04-12,0.56932706,2023-04-12
point301,2023-04-27,0.57082397,2023-04-27
point301,2023-05-12,0.5709644,2023-05-12
point301,2023-05-27,0.57091796,2023-05-27
point301,2023-06-11,0.5708454,2023-06-11
point301,2023-06-26,0.57045734,2023-06-26
point301,2023-07-11,0.56921923,2023-07-11
point301,2023-07-26,0.5693231,2023-07-26
point301,2023-08-10,0.5708068,2023-08-10
point301,2023-08-25,0.57094246,2023-08-25
point301,2023-09-09,0.5708956,2023-09-09
point301,2023-09-24,0.570824,2023-09-24
point301,2023-10-09,0.5704544,2023-10-09
point301,2023-10-24,0.569244,2023-10-24
point301,2023-11-08,0.5693377,2023-11-08
point301,2023-11-23,0.57078296,2023-11-23
point301,2023-12-08,0.5709125,2023-12-08
point301,2023-12-23,0.57086533,2023-12-23
point301,2024-01-07,0.570797,2024-01-07
point301,2024-01-22,0.57043785,2024-01-22
point301,2024-02-06,0.56925106,2024-02-06
point301,2024-02-21,0.56934214,2024-02-21
point301,2024-03-07,0.5707595,2024-03-07
point301,2024-03-22,0.57088643,2024-03-22
point301,2024-04-06,0.5708407,2024-04-06
point301,2024-04-21,0.5707738,2024-04-21
point301,2024-05-06,0.5704239,2024-05-06
point301,2024-05-21,0.56926167,2024-05-21
point301,2024-06-05,0.56934947,2024-06-05
point301,2024-06-20,0.5707365,2024-06-20
point301,2024-07-05,0.57086045,2024-07-05
point301,2024-07-20,0.57081556,2024-07-20
point301,2024-08-04,0.5707506,2024-08-04
point301,2024-08-19,0.5704098,2024-08-19
point301,2024-09-03,0.56927043,2024-09-03
point301,2024-09-18,0.56935525,2024-09-18
point301,2024-10-03,0.5707147,2024-10-03
point301,2024-10-18,0.57083607,2024-10-18
point301,2024-11-02,0.57079244,2024-11-02
point301,2024-11-17,0.57072914,2024-11-17
point301,2024-12-02,0.57039773,2024-12-02
point301,2024-12-17,0.56928194,2024-12-17
point301,2025-01-01,0.56936294,2025-01-01
point301,2025-01-16,0.57069296,2025-01-16
point301,2025-01-31,0.5708115,2025-01-31
point301,2025-02-15,0.5707688,2025-02-15
point301,2025-03-02,0.5707072,2025-03-02
point301,2025-03-17,0.5703836,2025-03-17
point301,2025-04-01,0.5692907,2025-04-01
point301,2025-04-16,0.5693691,2025-04-16
point301,2025-05-01,0.5706716,2025-05-01
point301,2025-05-16,0.57078797,2025-05-16
point302,2020-01-13,0.6402948,2020-01-13
point302,2020-01-28,0.6382517,2020-01-28
point302,2020-02-12,0.63890547,2020-02-12
point302,2020-02-27,0.6411668,2020-02-27
point302,2020-03-13,0.64217806,2020-03-13
point302,2020-03-28,0.642525,2020-03-28
point302,2020-04-12,0.64099765,2020-04-12
point302,2020-04-27,0.6424598,2020-04-27
point302,2020-05-12,0.6388616,2020-05-12
point302,2020-05-27,0.6405687,2020-05-27
point302,2020-06-11,0.6433208,2020-06-11
point302,2020-06-26,0.6440129,2020-06-26
point302,2020-07-11,0.6448312,2020-07-11
point302,2020-07-26,0.64424384,2020-07-26
point302,2020-08-10,0.6457492,2020-08-10
point302,2020-08-25,0.6456818,2020-08-25
point302,2020-09-09,0.64542997,2020-09-09
point302,2020-09-24,0.6475638,2020-09-24
point302,2020-10-09,0.6490061,2020-10-09
point302,2020-10-24,0.6475818,2020-10-24
point302,2020-11-08,0.6484449,2020-11-08
point302,2020-11-23,0.64859813,2020-11-23
point302,2020-12-08,0.64841264,2020-12-08
point302,2020-12-23,0.6476327,2020-12-23
point302,2021-01-07,0.6478213,2021-01-07
point302,2021-01-22,0.6486643,2021-01-22
point302,2021-02-06,0.64810765,2021-02-06
point302,2021-02-21,0.64886564,2021-02-21
point302,2021-03-08,0.64888304,2021-03-08
point302,2021-03-23,0.6481771,2021-03-23
point302,2021-04-07,0.6480467,2021-04-07
point302,2021-04-22,0.64901346,2021-04-22
point302,2021-05-07,0.64936554,2021-05-07
point302,2021-05-22,0.64921665,2021-05-22
point302,2021-06-06,0.64923173,2021-06-06
point302,2021-06-21,0.6493021,2021-06-21
point302,2021-07-06,0.64882565,2021-07-06
point302,2021-07-21,0.64856696,2021-07-21
point302,2021-08-05,0.6491992,2021-08-05
point302,2021-08-20,0.64955074,2021-08-20
point302,2021-09-04,0.6494031,2021-09-04
point302,2021-09-19,0.6495596,2021-09-19
point302,2021-10-04,0.64949554,2021-10-04
point302,2021-10-19,0.6490703,2021-10-19
point302,2021-11-03,0.6486672,2021-11-03
point302,2021-11-18,0.6492487,2021-11-18
point302,2021-12-03,0.64968324,2021-12-03
point302,2021-12-18,0.64959055,2021-12-18
point302,2022-01-02,0.649663,2022-01-02
point302,2022-01-17,0.64955693,2022-01-17
point302,2022-02-01,0.6490146,2022-02-01
point302,2022-02-16,0.64861876,2022-02-16
point302,2022-03-03,0.64925855,2022-03-03
point302,2022-03-18,0.6497021,2022-03-18
point302,2022-04-02,0.64972687,2022-04-02
point302,2022-04-17,0.6497158,2022-04-17
point302,2022-05-02,0.64956445,2022-05-02
point302,2022-05-17,0.6489391,2022-05-17
point302,2022-06-01,0.6486245,2022-06-01
point302,2022-06-16,0.64933735,2022-06-16
point302,2022-07-01,0.6496588,2022-07-01
point302,2022-07-16,0.64969295,2022-07-16
point302,2022-07-31,0.6497006,2022-07-31
point302,2022-08-15,0.64953434,2022-08-15
point302,2022-08-30,0.6489678,2022-08-30
point302,2022-09-14,0.64865994,2022-09-14
point302,2022-09-29,0.6492915,2022-09-29
point302,2022-10-14,0.6496053,2022-10-14
point302,2022-10-29,0.6496346,2022-10-29
point302,2022-11-13,0.64962554,2022-11-13
point302,2022-11-28,0.64947104,2022-11-28
point302,2022-12-13,0.6489407,2022-12-13
point302,2022-12-28,0.6486376,2022-12-28
point302,2023-01-12,0.64922917,2023-01-12
point302,2023-01-27,0.6495325,2023-01-27
point302,2023-02-11,0.64956075,2023-02-11
point302,2023-02-26,0.64954704,2023-02-26
point302,2023-03-13,0.64938956,2023-03-13
point302,2023-03-28,0.6488708,2023-03-28
point302,2023-04-12,0.648598,2023-04-12
point302,2023-04-27,0.6491716,2023-04-27
point302,2023-05-12,0.6494416,2023-05-12
point302,2023-05-27,0.64947057,2023-05-27
point302,2023-06-11,0.64945966,2023-06-11
point302,2023-06-26,0.6493007,2023-06-26
point302,2023-07-11,0.6488079,2023-07-11
point302,2023-07-26,0.6485745,2023-07-26
point302,2023-08-10,0.649118,2023-08-10
point302,2023-08-25,0.64934963,2023-08-25
point302,2023-09-09,0.64937615,2023-09-09
point302,2023-09-24,0.6493657,2023-09-24
point302,2023-10-09,0.64920986,2023-10-09
point302,2023-10-24,0.6487578,2023-10-24
point302,2023-11-08,0.64854515,2023-11-08
point302,2023-11-23,0.64904135,2023-11-23
point302,2023-12-08,0.64925265,2023-12-08
point302,2023-12-23,0.64927495,2023-12-23
point302,2024-01-07,0.6492649,2024-01-07
point302,2024-01-22,0.6491138,2024-01-22
point302,2024-02-06,0.6486968,2024-02-06
point302,2024-02-21,0.6485079,2024-02-21
point302,2024-03-07,0.6489661,2024-03-07
point302,2024-03-22,0.64915305,2024-03-22
point302,2024-04-06,0.6491722,2024-04-06
point302,2024-04-21,0.64916307,2024-04-21
point302,2024-05-06,0.6490176,2024-05-06
point302,2024-05-21,0.64863414,2024-05-21
point302,2024-06-05,0.64847225,2024-06-05
point302,2024-06-20,0.6488955,2024-06-20
point302,2024-07-05,0.64905655,2024-07-05
point302,2024-07-20,0.6490732,2024-07-20
point302,2024-08-04,0.64906484,2024-08-04
point302,2024-08-19,0.6489262,2024-08-19
point302,2024-09-03,0.64857596,2024-09-03
point302,2024-09-18,0.6484384,2024-09-18
point302,2024-10-03,0.64882594,2024-10-03
point302,2024-10-18,0.6489638,2024-10-18
point302,2024-11-02,0.64897776,2024-11-02
point302,2024-11-17,0.6489699,2024-11-17
point302,2024-12-02,0.64883995,2024-12-02
point302,2024-12-17,0.6485224,2024-12-17
point302,2025-01-01,0.64840466,2025-01-01
point302,2025-01-16,0.6487569,2025-01-16
point302,2025-01-31,0.64887536,2025-01-31
point302,2025-02-15,0.64888716,2025-02-15
point302,2025-03-02,0.64887995,2025-03-02
point302,2025-03-17,0.6487592,2025-03-17
point302,2025-04-01,0.6484718,2025-04-01
point302,2025-04-16,0.6483729,2025-04-16
point302,2025-05-01,0.64869326,2025-05-01
point302,2025-05-16,0.6487937,2025-05-16
point303,2020-01-13,0.5009209,2020-01-13
point303,2020-01-28,0.49988198,2020-01-28
