point,date,pred_TimeGPT,date_original_timegpt
point151,2020-01-13,0.7398909,2020-01-13
point151,2020-01-28,0.7397718,2020-01-28
point151,2020-02-12,0.73952484,2020-02-12
point151,2020-02-27,0.740524,2020-02-27
point151,2020-03-13,0.7420565,2020-03-13
point151,2020-03-28,0.7416907,2020-03-28
point151,2020-04-12,0.7404767,2020-04-12
point151,2020-04-27,0.7421323,2020-04-27
point151,2020-05-12,0.74027884,2020-05-12
point151,2020-05-27,0.74036324,2020-05-27
point151,2020-06-11,0.7410146,2020-06-11
point151,2020-06-26,0.7420727,2020-06-26
point151,2020-07-11,0.74309987,2020-07-11
point151,2020-07-26,0.7432688,2020-07-26
point151,2020-08-10,0.7440494,2020-08-10
point151,2020-08-25,0.7440635,2020-08-25
point151,2020-09-09,0.74373174,2020-09-09
point151,2020-09-24,0.744589,2020-09-24
point151,2020-10-09,0.7454622,2020-10-09
point151,2020-10-24,0.7444989,2020-10-24
point151,2020-11-08,0.744933,2020-11-08
point151,2020-11-23,0.74527264,2020-11-23
point151,2020-12-08,0.7451977,2020-12-08
point151,2020-12-23,0.7446629,2020-12-23
point151,2021-01-07,0.7446622,2021-01-07
point151,2021-01-22,0.7452643,2021-01-22
point151,2021-02-06,0.7451761,2021-02-06
point151,2021-02-21,0.7454888,2021-02-21
point151,2021-03-08,0.7456423,2021-03-08
point151,2021-03-23,0.7453799,2021-03-23
point151,2021-04-07,0.74507535,2021-04-07
point151,2021-04-22,0.7453528,2021-04-22
point151,2021-05-07,0.74577254,2021-05-07
point151,2021-05-22,0.7457111,2021-05-22
point151,2021-06-06,0.74571896,2021-06-06
point151,2021-06-21,0.7458108,2021-06-21
point151,2021-07-06,0.7456123,2021-07-06
point151,2021-07-21,0.7454086,2021-07-21
point151,2021-08-05,0.7456121,2021-08-05
point151,2021-08-20,0.7458787,2021-08-20
point151,2021-09-04,0.74582756,2021-09-04
point151,2021-09-19,0.74590117,2021-09-19
point151,2021-10-04,0.7459385,2021-10-04
point151,2021-10-19,0.74573636,2021-10-19
point151,2021-11-03,0.74535555,2021-11-03
point151,2021-11-18,0.7455665,2021-11-18
point151,2021-12-03,0.7459997,2021-12-03
point151,2021-12-18,0.7460008,2021-12-18
point151,2022-01-02,0.74604475,2022-01-02
point151,2022-01-17,0.7460067,2022-01-17
point151,2022-02-01,0.74576235,2022-02-01
point151,2022-02-16,0.7453803,2022-02-16
point151,2022-03-03,0.74558926,2022-03-03
point151,2022-03-18,0.74604595,2022-03-18
point151,2022-04-02,0.74609303,2022-04-02
point151,2022-04-17,0.74609363,2022-04-17
point151,2022-05-02,0.7460361,2022-05-02
point151,2022-05-17,0.7457847,2022-05-17
point151,2022-06-01,0.7454121,2022-06-01
point151,2022-06-16,0.7456184,2022-06-16
point151,2022-07-01,0.7460499,2022-07-01
point151,2022-07-16,0.746101,2022-07-16
point151,2022-07-31,0.7460974,2022-07-31
point151,2022-08-15,0.7460272,2022-08-15
point151,2022-08-30,0.74580485,2022-08-30
point151,2022-09-14,0.7454476,2022-09-14
point151,2022-09-29,0.7456184,2022-09-29
point151,2022-10-14,0.7460331,2022-10-14
point151,2022-10-29,0.74607414,2022-10-29
point151,2022-11-13,0.7460626,2022-11-13
point151,2022-11-28,0.74599767,2022-11-28
point151,2022-12-13,0.7457915,2022-12-13
point151,2022-12-28,0.7454312,2022-12-28
point151,2023-01-12,0.74558365,2023-01-12
point151,2023-01-27,0.74600965,2023-01-27
point151,2023-02-11,0.74605,2023-02-11
point151,2023-02-26,0.7460311,2023-02-26
point151,2023-03-13,0.74596614,2023-03-13
point151,2023-03-28,0.745773,2023-03-28
point151,2023-04-12,0.7454296,2023-04-12
point151,2023-04-27,0.74556255,2023-04-27
point151,2023-05-12,0.74597156,2023-05-12
point151,2023-05-27,0.74601215,2023-05-27
point151,2023-06-11,0.74599385,2023-06-11
point151,2023-06-26,0.745932,2023-06-26
point151,2023-07-11,0.74575603,2023-07-11
point151,2023-07-26,0.745431,2023-07-26
point151,2023-08-10,0.7455417,2023-08-10
point151,2023-08-25,0.7459312,2023-08-25
point151,2023-09-09,0.7459713,2023-09-09
point151,2023-09-24,0.7459541,2023-09-24
point151,2023-10-09,0.745897,2023-10-09
point151,2023-10-24,0.74574,2023-10-24
point151,2023-11-08,0.7454302,2023-11-08
point151,2023-11-23,0.7455213,2023-11-23
point151,2023-12-08,0.74589413,2023-12-08
point151,2023-12-23,0.74593157,2023-12-23
point151,2024-01-07,0.74591595,2024-01-07
point151,2024-01-22,0.7458645,2024-01-22
point151,2024-02-06,0.7457215,2024-02-06
point151,2024-02-21,0.7454247,2024-02-21
point151,2024-03-07,0.74550223,2024-03-07
point151,2024-03-22,0.7458606,2024-03-22
point151,2024-04-06,0.74589646,2024-04-06
point151,2024-04-21,0.7458822,2024-04-21
point151,2024-05-06,0.7458358,2024-05-06
point151,2024-05-21,0.74570525,2024-05-21
point151,2024-06-05,0.7454227,2024-06-05
point151,2024-06-20,0.7454885,2024-06-20
point151,2024-07-05,0.74583066,2024-07-05
point151,2024-07-20,0.74586517,2024-07-20
point151,2024-08-04,0.7458523,2024-08-04
point151,2024-08-19,0.7458114,2024-08-19
point151,2024-09-03,0.7456926,2024-09-03
point151,2024-09-18,0.7454224,2024-09-18
point151,2024-10-03,0.7454779,2024-10-03
point151,2024-10-18,0.7458058,2024-10-18
point151,2024-11-02,0.745839,2024-11-02
point151,2024-11-17,0.74582726,2024-11-17
point151,2024-12-02,0.74579173,2024-12-02
point151,2024-12-17,0.7456829,2024-12-17
point151,2025-01-01,0.7454229,2025-01-01
point151,2025-01-16,0.7454701,2025-01-16
point151,2025-01-31,0.74578595,2025-01-31
point151,2025-02-15,0.74581766,2025-02-15
point151,2025-03-02,0.7458067,2025-03-02
point151,2025-03-17,0.7457755,2025-03-17
point151,2025-04-01,0.7456747,2025-04-01
point151,2025-04-16,0.7454237,2025-04-16
point151,2025-05-01,0.7454645,2025-05-01
point151,2025-05-16,0.7457698,2025-05-16
point152,2020-01-13,0.6871937,2020-01-13
point152,2020-01-28,0.6854199,2020-01-28
point152,2020-02-12,0.68415284,2020-02-12
point152,2020-02-27,0.6862533,2020-02-27
point152,2020-03-13,0.6898555,2020-03-13
point152,2020-03-28,0.6896301,2020-03-28
point152,2020-04-12,0.68778217,2020-04-12
point152,2020-04-27,0.6908459,2020-04-27
point152,2020-05-12,0.6865127,2020-05-12
point152,2020-05-27,0.68586063,2020-05-27
point152,2020-06-11,0.68605167,2020-06-11
point152,2020-06-26,0.6891829,2020-06-26
point152,2020-07-11,0.69201374,2020-07-11
point152,2020-07-26,0.69336283,2020-07-26
point152,2020-08-10,0.69477755,2020-08-10
point152,2020-08-25,0.69463396,2020-08-25
point152,2020-09-09,0.69401973,2020-09-09
point152,2020-09-24,0.69650805,2020-09-24
point152,2020-10-09,0.6979039,2020-10-09
point152,2020-10-24,0.6963816,2020-10-24
point152,2020-11-08,0.6970349,2020-11-08
point152,2020-11-23,0.69784373,2020-11-23
point152,2020-12-08,0.6976075,2020-12-08
point152,2020-12-23,0.69578695,2020-12-23
point152,2021-01-07,0.6953405,2021-01-07
point152,2021-01-22,0.69680613,2021-01-22
point152,2021-02-06,0.6966394,2021-02-06
point152,2021-02-21,0.69805497,2021-02-21
point152,2021-03-08,0.69824916,2021-03-08
point152,2021-03-23,0.6973471,2021-03-23
point152,2021-04-07,0.69616544,2021-04-07
point152,2021-04-22,0.6967974,2021-04-22
point152,2021-05-07,0.6980951,2021-05-07
point152,2021-05-22,0.69820887,2021-05-22
point152,2021-06-06,0.69838333,2021-06-06
point152,2021-06-21,0.69856375,2021-06-21
point152,2021-07-06,0.69796085,2021-07-06
point152,2021-07-21,0.69719636,2021-07-21
point152,2021-08-05,0.6975572,2021-08-05
point152,2021-08-20,0.6983901,2021-08-20
point152,2021-09-04,0.69841135,2021-09-04
point152,2021-09-19,0.6986453,2021-09-19
point152,2021-10-04,0.69869995,2021-10-04
point152,2021-10-19,0.6980754,2021-10-19
point152,2021-11-03,0.69675386,2021-11-03
point152,2021-11-18,0.6972115,2021-11-18
point152,2021-12-03,0.6985868,2021-12-03
point152,2021-12-18,0.6987385,2021-12-18
point152,2022-01-02,0.69886327,2022-01-02
point152,2022-01-17,0.6987373,2022-01-17
point152,2022-02-01,0.6981425,2022-02-01
point152,2022-02-16,0.696886,2022-02-16
point152,2022-03-03,0.69723946,2022-03-03
point152,2022-03-18,0.69873947,2022-03-18
point152,2022-04-02,0.6989338,2022-04-02
point152,2022-04-17,0.6989276,2022-04-17
point152,2022-05-02,0.69874346,2022-05-02
point152,2022-05-17,0.69811237,2022-05-17
point152,2022-06-01,0.6969529,2022-06-01
point152,2022-06-16,0.6973497,2022-06-16
point152,2022-07-01,0.69872075,2022-07-01
point152,2022-07-16,0.6989095,2022-07-16
point152,2022-07-31,0.6988876,2022-07-31
point152,2022-08-15,0.6987067,2022-08-15
point152,2022-08-30,0.6981769,2022-08-30
point152,2022-09-14,0.6970648,2022-09-14
point152,2022-09-29,0.6973574,2022-09-29
point152,2022-10-14,0.69868535,2022-10-14
point152,2022-10-29,0.6988261,2022-10-29
point152,2022-11-13,0.6987862,2022-11-13
point152,2022-11-28,0.6986458,2022-11-28
point152,2022-12-13,0.69813544,2022-12-13
point152,2022-12-28,0.69700307,2022-12-28
point152,2023-01-12,0.6972815,2023-01-12
point152,2023-01-27,0.6986491,2023-01-27
point152,2023-02-11,0.69879144,2023-02-11
point152,2023-02-26,0.698741,2023-02-26
point152,2023-03-13,0.6985905,2023-03-13
point152,2023-03-28,0.6981142,2023-03-28
point152,2023-04-12,0.697025,2023-04-12
point152,2023-04-27,0.6972657,2023-04-27
point152,2023-05-12,0.6985862,2023-05-12
