point,date,pred_TimeGPT,date_original_timegpt
point451,2020-01-13,0.6209146,2020-01-13
point451,2020-01-28,0.6212151,2020-01-28
point451,2020-02-12,0.6203477,2020-02-12
point451,2020-02-27,0.6201514,2020-02-27
point451,2020-03-13,0.6195015,2020-03-13
point451,2020-03-28,0.6189593,2020-03-28
point451,2020-04-12,0.619133,2020-04-12
point451,2020-04-27,0.6230479,2020-04-27
point451,2020-05-12,0.62345946,2020-05-12
point451,2020-05-27,0.62578624,2020-05-27
point451,2020-06-11,0.62617207,2020-06-11
point451,2020-06-26,0.62238693,2020-06-26
point451,2020-07-11,0.61838,2020-07-11
point451,2020-07-26,0.6170092,2020-07-26
point451,2020-08-10,0.6160067,2020-08-10
point451,2020-08-25,0.6172781,2020-08-25
point451,2020-09-09,0.6172711,2020-09-09
point451,2020-09-24,0.6169064,2020-09-24
point451,2020-10-09,0.6168435,2020-10-09
point451,2020-10-24,0.6158839,2020-10-24
point451,2020-11-08,0.61509573,2020-11-08
point451,2020-11-23,0.6140324,2020-11-23
point451,2020-12-08,0.6155998,2020-12-08
point451,2020-12-23,0.6175393,2020-12-23
point451,2021-01-07,0.61794126,2021-01-07
point451,2021-01-22,0.61850107,2021-01-22
point451,2021-02-06,0.61746573,2021-02-06
point451,2021-02-21,0.61691767,2021-02-21
point451,2021-03-08,0.61738557,2021-03-08
point451,2021-03-23,0.618318,2021-03-23
point451,2021-04-07,0.6188872,2021-04-07
point451,2021-04-22,0.6190483,2021-04-22
point451,2021-05-07,0.61886144,2021-05-07
point451,2021-05-22,0.618088,2021-05-22
point451,2021-06-06,0.6174809,2021-06-06
point451,2021-06-21,0.61753637,2021-06-21
point451,2021-07-06,0.61900777,2021-07-06
point451,2021-07-21,0.6197776,2021-07-21
point451,2021-08-05,0.61990494,2021-08-05
point451,2021-08-20,0.61968565,2021-08-20
point451,2021-09-04,0.6188864,2021-09-04
point451,2021-09-19,0.61769927,2021-09-19
point451,2021-10-04,0.61757606,2021-10-04
point451,2021-10-19,0.6190396,2021-10-19
point451,2021-11-03,0.61956054,2021-11-03
point451,2021-11-18,0.61958694,2021-11-18
point451,2021-12-03,0.6193731,2021-12-03
point451,2021-12-18,0.61875254,2021-12-18
point451,2022-01-02,0.6176236,2022-01-02
point451,2022-01-17,0.6176209,2022-01-17
point451,2022-02-01,0.61911154,2022-02-01
point451,2022-02-16,0.61954117,2022-02-16
point451,2022-03-03,0.61955774,2022-03-03
point451,2022-03-18,0.6194047,2022-03-18
point451,2022-04-02,0.6187547,2022-04-02
point451,2022-04-17,0.6175705,2022-04-17
point451,2022-05-02,0.6176323,2022-05-02
point451,2022-05-17,0.6191266,2022-05-17
point451,2022-06-01,0.619352,2022-06-01
point451,2022-06-16,0.6193184,2022-06-16
point451,2022-07-01,0.6191777,2022-07-01
point451,2022-07-16,0.61867285,2022-07-16
point451,2022-07-31,0.6174932,2022-07-31
point451,2022-08-15,0.61753696,2022-08-15
point451,2022-08-30,0.6190057,2022-08-30
point451,2022-09-14,0.6192054,2022-09-14
point451,2022-09-29,0.61915565,2022-09-29
point451,2022-10-14,0.6190319,2022-10-14
point451,2022-10-29,0.61861926,2022-10-29
point451,2022-11-13,0.6174613,2022-11-13
point451,2022-11-28,0.6175401,2022-11-28
point451,2022-12-13,0.61897093,2022-12-13
point451,2022-12-28,0.61913365,2022-12-28
point451,2023-01-12,0.61907345,2023-01-12
point451,2023-01-27,0.61895794,2023-01-27
point451,2023-02-11,0.6185665,2023-02-11
point451,2023-02-26,0.6174402,2023-02-26
point451,2023-03-13,0.6175136,2023-03-13
point451,2023-03-28,0.61892194,2023-03-28
point451,2023-04-12,0.61906517,2023-04-12
point451,2023-04-27,0.61899996,2023-04-27
point451,2023-05-12,0.6188913,2023-05-12
point451,2023-05-27,0.6185224,2023-05-27
point451,2023-06-11,0.6174188,2023-06-11
point451,2023-06-26,0.6174902,2023-06-26
point451,2023-07-11,0.6188741,2023-07-11
point451,2023-07-26,0.6190007,2023-07-26
point451,2023-08-10,0.61893064,2023-08-10
point451,2023-08-25,0.61882925,2023-08-25
point451,2023-09-09,0.61847967,2023-09-09
point451,2023-09-24,0.6173995,2023-09-24
point451,2023-10-09,0.6174658,2023-10-09
point451,2023-10-24,0.61882436,2023-10-24
point451,2023-11-08,0.61894125,2023-11-08
point451,2023-11-23,0.6188721,2023-11-23
point451,2023-12-08,0.618778,2023-12-08
point451,2023-12-23,0.61844265,2023-12-23
point451,2024-01-07,0.61738366,2024-01-07
point451,2024-01-22,0.61744714,2024-01-22
point451,2024-02-06,0.61877555,2024-02-06
point451,2024-02-21,0.6188858,2024-02-21
point451,2024-03-07,0.6188166,2024-03-07
point451,2024-03-22,0.61872584,2024-03-22
point451,2024-04-06,0.6184011,2024-04-06
point451,2024-04-21,0.6173677,2024-04-21
point451,2024-05-06,0.61742586,2024-05-06
point451,2024-05-21,0.6187264,2024-05-21
point451,2024-06-05,0.618832,2024-06-05
point451,2024-06-20,0.61876374,2024-06-20
point451,2024-07-05,0.61867654,2024-07-05
point451,2024-07-20,0.6183624,2024-07-20
point451,2024-08-04,0.61735183,2024-08-04
point451,2024-08-19,0.617406,2024-08-19
point451,2024-09-03,0.61867845,2024-09-03
point451,2024-09-18,0.61878026,2024-09-18
point451,2024-10-03,0.61871326,2024-10-03
point451,2024-10-18,0.6186292,2024-10-18
point451,2024-11-02,0.6183247,2024-11-02
point451,2024-11-17,0.61733663,2024-11-17
point451,2024-12-02,0.6173868,2024-12-02
point451,2024-12-17,0.6186318,2024-12-17
point451,2025-01-01,0.61873055,2025-01-01
point451,2025-01-16,0.618665,2025-01-16
point451,2025-01-31,0.6185838,2025-01-31
point451,2025-02-15,0.6182882,2025-02-15
point451,2025-03-02,0.61732185,2025-03-02
point451,2025-03-17,0.61736876,2025-03-17
point451,2025-04-01,0.61858624,2025-04-01
point451,2025-04-16,0.6186822,2025-04-16
point451,2025-05-01,0.6186181,2025-05-01
point451,2025-05-16,0.61853933,2025-05-16
point452,2020-01-13,0.21842968,2020-01-13
point452,2020-01-28,0.21749291,2020-01-28
point452,2020-02-12,0.2172586,2020-02-12
point452,2020-02-27,0.21761897,2020-02-27
point452,2020-03-13,0.21845363,2020-03-13
point452,2020-03-28,0.21893722,2020-03-28
point452,2020-04-12,0.21818109,2020-04-12
point452,2020-04-27,0.21654,2020-04-27
point452,2020-05-12,0.21398619,2020-05-12
point452,2020-05-27,0.21387602,2020-05-27
point452,2020-06-11,0.21432686,2020-06-11
point452,2020-06-26,0.21538556,2020-06-26
point452,2020-07-11,0.21699156,2020-07-11
point452,2020-07-26,0.21705437,2020-07-26
point452,2020-08-10,0.21789089,2020-08-10
point452,2020-08-25,0.2179483,2020-08-25
point452,2020-09-09,0.21765667,2020-09-09
point452,2020-09-24,0.21884233,2020-09-24
point452,2020-10-09,0.22004855,2020-10-09
point452,2020-10-24,0.21985263,2020-10-24
point452,2020-11-08,0.2200157,2020-11-08
point452,2020-11-23,0.22000395,2020-11-23
point452,2020-12-08,0.21992514,2020-12-08
point452,2020-12-23,0.21926214,2020-12-23
point452,2021-01-07,0.21906702,2021-01-07
point452,2021-01-22,0.21974815,2021-01-22
point452,2021-02-06,0.21977028,2021-02-06
point452,2021-02-21,0.22020826,2021-02-21
point452,2021-03-08,0.21988228,2021-03-08
point452,2021-03-23,0.21944292,2021-03-23
point452,2021-04-07,0.21907768,2021-04-07
point452,2021-04-22,0.21935396,2021-04-22
point452,2021-05-07,0.2199242,2021-05-07
point452,2021-05-22,0.22022326,2021-05-22
point452,2021-06-06,0.22017324,2021-06-06
point452,2021-06-21,0.22014874,2021-06-21
point452,2021-07-06,0.2198314,2021-07-06
point452,2021-07-21,0.21952704,2021-07-21
point452,2021-08-05,0.2198104,2021-08-05
point452,2021-08-20,0.22027674,2021-08-20
point452,2021-09-04,0.22037864,2021-09-04
point452,2021-09-19,0.22040333,2021-09-19
point452,2021-10-04,0.2203851,2021-10-04
point452,2021-10-19,0.22007152,2021-10-19
point452,2021-11-03,0.21947858,2021-11-03
point452,2021-11-18,0.2196964,2021-11-18
point452,2021-12-03,0.22032568,2021-12-03
point452,2021-12-18,0.22043487,2021-12-18
point452,2022-01-02,0.22049312,2022-01-02
point452,2022-01-17,0.22041945,2022-01-17
point452,2022-02-01,0.22010596,2022-02-01
point452,2022-02-16,0.21953627,2022-02-16
point452,2022-03-03,0.21972273,2022-03-03
point452,2022-03-18,0.22040133,2022-03-18
point452,2022-04-02,0.22049451,2022-04-02
point452,2022-04-17,0.22048438,2022-04-17
point452,2022-05-02,0.22043519,2022-05-02
point452,2022-05-17,0.22009726,2022-05-17
point452,2022-06-01,0.21955414,2022-06-01
point452,2022-06-16,0.21978413,2022-06-16
point452,2022-07-01,0.22041796,2022-07-01
point452,2022-07-16,0.22051995,2022-07-16
point452,2022-07-31,0.22052453,2022-07-31
point452,2022-08-15,0.22043727,2022-08-15
point452,2022-08-30,0.22015107,2022-08-30
point452,2022-09-14,0.21962245,2022-09-14
point452,2022-09-29,0.2198037,2022-09-29
point452,2022-10-14,0.22042707,2022-10-14
point452,2022-10-29,0.22049859,2022-10-29
point452,2022-11-13,0.22048539,2022-11-13
point452,2022-11-28,0.22042163,2022-11-28
point452,2022-12-13,0.22016641,2022-12-13
point452,2022-12-28,0.21963553,2022-12-28
point452,2023-01-12,0.21978788,2023-01-12
point452,2023-01-27,0.22042832,2023-01-27
point452,2023-02-11,0.22049914,2023-02-11
point452,2023-02-26,0.2204765,2023-02-26
point452,2023-03-13,0.22041549,2023-03-13
point452,2023-03-28,0.22017716,2023-03-28
point452,2023-04-12,0.21966238,2023-04-12
point452,2023-04-27,0.21979937,2023-04-27
point452,2023-05-12,0.22042407,2023-05-12
point452,2023-05-27,0.2204869,2023-05-27
point452,2023-06-11,0.22046326,2023-06-11
point452,2023-06-26,0.2204084,2023-06-26
point452,2023-07-11,0.22018255,2023-07-11
point452,2023-07-26,0.21968822,2023-07-26
point452,2023-08-10,0.21981174,2023-08-10
point452,2023-08-25,0.22041456,2023-08-25
point452,2023-09-09,0.22047697,2023-09-09
point452,2023-09-24,0.2204547,2023-09-24
point452,2023-10-09,0.22040485,2023-10-09
point452,2023-10-24,0.22020124,2023-10-24
point452,2023-11-08,0.21971655,2023-11-08
point452,2023-11-23,0.21981868,2023-11-23
point452,2023-12-08,0.22041117,2023-12-08
point452,2023-12-23,0.2204672,2023-12-23
point452,2024-01-07,0.22044475,2024-01-07
point452,2024-01-22,0.22040255,2024-01-22
point452,2024-02-06,0.22021218,2024-02-06
point452,2024-02-21,0.2197383,2024-02-21
point452,2024-03-07,0.21982844,2024-03-07
point452,2024-03-22,0.22040905,2024-03-22
point452,2024-04-06,0.22046332,2024-04-06
point452,2024-04-21,0.2204423,2024-04-21
point452,2024-05-06,0.2204033,2024-05-06
point452,2024-05-21,0.22022425,2024-05-21
point452,2024-06-05,0.21976192,2024-06-05
point452,2024-06-20,0.21984182,2024-06-20
point452,2024-07-05,0.22040819,2024-07-05
point452,2024-07-20,0.2204602,2024-07-20
point452,2024-08-04,0.22044022,2024-08-04
point452,2024-08-19,0.2204048,2024-08-19
point452,2024-09-03,0.22023617,2024-09-03
point452,2024-09-18,0.2197845,2024-09-18
point452,2024-10-03,0.21985497,2024-10-03
point452,2024-10-18,0.22040804,2024-10-18
point452,2024-11-02,0.22045861,2024-11-02
point452,2024-11-17,0.22043993,2024-11-17
point452,2024-12-02,0.22040778,2024-12-02
point452,2024-12-17,0.22024915,2024-12-17
point452,2025-01-01,0.21980579,2025-01-01
point452,2025-01-16,0.2198673,2025-01-16
point452,2025-01-31,0.22040962,2025-01-31
point452,2025-02-15,0.22045828,2025-02-15
point452,2025-03-02,0.22044073,2025-03-02
point452,2025-03-17,0.22041138,2025-03-17
point452,2025-04-01,0.2202604,2025-04-01
point452,2025-04-16,0.21982583,2025-04-16
point452,2025-05-01,0.21988077,2025-05-01
point452,2025-05-16,0.22041154,2025-05-16
point453,2020-01-13,0.46274126,2020-01-13
point453,2020-01-28,0.46309772,2020-01-28
point453,2020-02-12,0.46255285,2020-02-12
point453,2020-02-27,0.4620939,2020-02-27
point453,2020-03-13,0.46501374,2020-03-13
point453,2020-03-28,0.46574175,2020-03-28
point453,2020-04-12,0.46373641,2020-04-12
point453,2020-04-27,0.46366608,2020-04-27
point453,2020-05-12,0.46072608,2020-05-12
point453,2020-05-27,0.4564956,2020-05-27
point453,2020-06-11,0.45320246,2020-06-11
point453,2020-06-26,0.4554257,2020-06-26
point453,2020-07-11,0.45908922,2020-07-11
point453,2020-07-26,0.4626122,2020-07-26
point453,2020-08-10,0.46388006,2020-08-10
point453,2020-08-25,0.46442327,2020-08-25
point453,2020-09-09,0.46352792,2020-09-09
point453,2020-09-24,0.46527353,2020-09-24
point453,2020-10-09,0.4673615,2020-10-09
point453,2020-10-24,0.46709242,2020-10-24
point453,2020-11-08,0.46681476,2020-11-08
point453,2020-11-23,0.46791914,2020-11-23
point453,2020-12-08,0.46831766,2020-12-08
point453,2020-12-23,0.46594876,2020-12-23
point453,2021-01-07,0.46457475,2021-01-07
point453,2021-01-22,0.4661373,2021-01-22
point453,2021-02-06,0.46624684,2021-02-06
point453,2021-02-21,0.46769148,2021-02-21
point453,2021-03-08,0.4673468,2021-03-08
point453,2021-03-23,0.46692002,2021-03-23
point453,2021-04-07,0.46568984,2021-04-07
point453,2021-04-22,0.4655646,2021-04-22
point453,2021-05-07,0.46680355,2021-05-07
point453,2021-05-22,0.4676411,2021-05-22
point453,2021-06-06,0.4677838,2021-06-06
point453,2021-06-21,0.4679709,2021-06-21
point453,2021-07-06,0.4676071,2021-07-06
point453,2021-07-21,0.4666,2021-07-21
point453,2021-08-05,0.46631166,2021-08-05
point453,2021-08-20,0.46735653,2021-08-20
point453,2021-09-04,0.46793073,2021-09-04
point453,2021-09-19,0.46823758,2021-09-19
point453,2021-10-04,0.46824485,2021-10-04
point453,2021-10-19,0.46786952,2021-10-19
point453,2021-11-03,0.4663744,2021-11-03
point453,2021-11-18,0.4661899,2021-11-18
point453,2021-12-03,0.46774685,2021-12-03
point453,2021-12-18,0.46814045,2021-12-18
point453,2022-01-02,0.46831968,2022-01-02
point453,2022-01-17,0.4682875,2022-01-17
point453,2022-02-01,0.4679359,2022-02-01
point453,2022-02-16,0.46648088,2022-02-16
point453,2022-03-03,0.4661606,2022-03-03
point453,2022-03-18,0.46781683,2022-03-18
point453,2022-04-02,0.46829045,2022-04-02
point453,2022-04-17,0.46837813,2022-04-17
point453,2022-05-02,0.46836317,2022-05-02
point453,2022-05-17,0.4679543,2022-05-17
point453,2022-06-01,0.46653315,2022-06-01
