point,date,pred_TimeGPT,date_original_timegpt
point851,2020-01-13,0.5817473,2020-01-13
point851,2020-01-28,0.5814012,2020-01-28
point851,2020-02-12,0.5777635,2020-02-12
point851,2020-02-27,0.57595307,2020-02-27
point851,2020-03-13,0.5786798,2020-03-13
point851,2020-03-28,0.57953894,2020-03-28
point851,2020-04-12,0.5803168,2020-04-12
point851,2020-04-27,0.57967997,2020-04-27
point851,2020-05-12,0.57665217,2020-05-12
point851,2020-05-27,0.5758292,2020-05-27
point851,2020-06-11,0.57622385,2020-06-11
point851,2020-06-26,0.5768079,2020-06-26
point851,2020-07-11,0.5787895,2020-07-11
point851,2020-07-26,0.57913876,2020-07-26
point851,2020-08-10,0.5813246,2020-08-10
point851,2020-08-25,0.5820105,2020-08-25
point851,2020-09-09,0.58082795,2020-09-09
point851,2020-09-24,0.58126014,2020-09-24
point851,2020-10-09,0.58220184,2020-10-09
point851,2020-10-24,0.5801126,2020-10-24
point851,2020-11-08,0.5808891,2020-11-08
point851,2020-11-23,0.5803797,2020-11-23
point851,2020-12-08,0.5806122,2020-12-08
point851,2020-12-23,0.58022565,2020-12-23
point851,2021-01-07,0.5800411,2021-01-07
point851,2021-01-22,0.5806808,2021-01-22
point851,2021-02-06,0.5811672,2021-02-06
point851,2021-02-21,0.5810996,2021-02-21
point851,2021-03-08,0.5810948,2021-03-08
point851,2021-03-23,0.58073425,2021-03-23
point851,2021-04-07,0.5797036,2021-04-07
point851,2021-04-22,0.5795604,2021-04-22
point851,2021-05-07,0.5806271,2021-05-07
point851,2021-05-22,0.58101946,2021-05-22
point851,2021-06-06,0.5811811,2021-06-06
point851,2021-06-21,0.5811337,2021-06-21
point851,2021-07-06,0.5808049,2021-07-06
point851,2021-07-21,0.5802869,2021-07-21
point851,2021-08-05,0.5804485,2021-08-05
point851,2021-08-20,0.5809578,2021-08-20
point851,2021-09-04,0.5810066,2021-09-04
point851,2021-09-19,0.5811033,2021-09-19
point851,2021-10-04,0.58100384,2021-10-04
point851,2021-10-19,0.58084595,2021-10-19
point851,2021-11-03,0.5803511,2021-11-03
point851,2021-11-18,0.58041054,2021-11-18
point851,2021-12-03,0.5810289,2021-12-03
point851,2021-12-18,0.5810766,2021-12-18
point851,2022-01-02,0.5810779,2022-01-02
point851,2022-01-17,0.5810824,2022-01-17
point851,2022-02-01,0.5808691,2022-02-01
point851,2022-02-16,0.5802181,2022-02-16
point851,2022-03-03,0.5802701,2022-03-03
point851,2022-03-18,0.58103323,2022-03-18
point851,2022-04-02,0.581134,2022-04-02
